"","Type","Region","City.Town.Ward.Village.code","Prefecture","City.Town.Ward.Village","Area","Nearest.station.Name","Nearest.station.Distance.minute.","Layout","Area.m.2.","Transaction.price.Unit.price.m.2.","Land.shape","Frontage","Total.floor.area.m.2.","Year.of.construction","Building.structure","Use","Purpose.of.Use","Frontage.road.Direction","Frontage.road.Classification","Frontage.road.Breadth.m.","City.Planning","Maximus.Building.Coverage.Ratio...","Maximus.Floor.area.Ratio...","quarter.1","Year"
"103","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",9,NA,220,113636.363636364,"Rectangular Shaped",9,105,1935,"W","House","House","South","Private Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2019
"104","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",6,NA,240,133333.333333333,"Irregular Shaped",NA,140,1935,"S","House","House","West","Private Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2019
"105","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",4,NA,240,33333.3333333333,"Semi-square Shaped",NA,115,1935,"W","House","House","East","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2018
"106","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",7,NA,60,41666.6666666667,"Irregular Shaped",NA,55,1935,"W","House","House","South","Private Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2018
"107","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",8,NA,130,123076.923076923,"Rectangular Shaped",8.5,85,1935,"W","House","House","South","City Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2018
"108","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",7,NA,520,23076.9230769231,"Semi-rectangular Shaped",18.5,75,1935,"W","House","House","South","City Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2018
"109","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",18,NA,190,152631.578947368,"Semi-rectangular Shaped",17,120,1935,"W","House","House","South","Private Road",5,"Non-divided City Planning Area",60,200,"2nd",2018
"110","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",11,NA,210,61904.7619047619,"Rectangular Shaped",16,75,1935,"W","House","House","North","City Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2018
"111","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",5,NA,210,152380.952380952,"Semi-square Shaped",15,115,1935,"LS","House","House","South","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2018
"112","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",8,NA,200,35000,"Rectangular Shaped",12.5,100,1935,"W","House","House","East","City Road",4.2,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2018
"113","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",16,NA,210,138095.238095238,"Semi-trapezoidal Shaped",12,105,1935,"W","House","House","North","Private Road",6,"Non-divided City Planning Area",60,200,"3rd",2017
"114","Residential Land(Land and Building)","Commercial Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",10,NA,720,27777.7777777778,"Irregular Shaped",25,NA,1935,"W","House","Other","Southeast","Prefectural Road",8,"Category I Residential Zone",60,200,"3rd",2017
"115","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",18,NA,165,151515.151515152,"Semi-rectangular Shaped",12,100,1935,"W","House","House","South","Private Road",6,"Non-divided City Planning Area",60,200,"3rd",2017
"116","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",5,NA,165,181818.181818182,"Semi-rectangular Shaped",15,120,1935,"LS","House","House","East","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2017
"117","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",7,NA,220,136363.636363636,"Semi-rectangular Shaped",18,105,1935,"W","House","House","North","Private Road",5.5,"Non-divided City Planning Area",60,100,"2nd",2017
"118","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",11,NA,670,19402.9850746269,"Rectangular Shaped",19,150,1935,"W","House","House","East","Road",3,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2017
"119","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",9,NA,210,1e+05,"Semi-rectangular Shaped",12,115,1935,"W","House","House","South","City Road",4.2,"Non-divided City Planning Area",60,100,"1st",2017
"120","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",9,NA,390,28205.1282051282,"Semi-shaped",NA,110,1935,"W","House","House","West","Private Road",4,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2016
"121","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",4,NA,190,152631.578947368,"Semi-rectangular Shaped",15.5,100,1935,"W","House","House","South","Private Road",6,"Category I Residential Zone",60,200,"3rd",2016
"122","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",9,NA,195,82051.282051282,"Rectangular Shaped",15,120,1935,"RC","House","House","West","City Road",4.2,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2016
"123","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",14,NA,180,144444.444444444,"Semi-trapezoidal Shaped",13,115,1935,"LS","House","House","North","Private Road",6,"Non-divided City Planning Area",60,100,"3rd",2016
"124","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",24,NA,340,41176.4705882353,"Semi-rectangular Shaped",31,175,1935,"W","House",NA,"North","City Road",4,"Non-divided City Planning Area",60,100,"1st",2016
"125","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",11,NA,100,35000,"Rectangular Shaped",7.5,40,1935,"W","House","House","West","Private Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2020
"126","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",5,NA,75,46666.6666666667,"Rectangular Shaped",10.5,80,1935,"W","House","House","West","City Road",4.5,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2020
"127","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",5,NA,105,342857.142857143,"Semi-rectangular Shaped",5.5,120,1935,"W","House","House","West","City Road",4.5,"Category II Exclusively Medium-high Residential Zone",60,200,"3rd",2020
"128","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",13,NA,90,46666.6666666667,"Rectangular Shaped",5,70,1935,"W","House","Warehouse","North","City Road",3,"Category I Residential Zone",60,200,"1st",2020
"129","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",7,NA,115,65217.3913043478,"Rectangular Shaped",6.5,135,1935,"W","House","House","South","City Road",4.5,"Category I Residential Zone",60,200,"1st",2019
"130","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",13,"3LDK",80,137500,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2018
"131","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",10,NA,45,57777.7777777778,"Semi-square Shaped",6.5,65,1935,"W","House","House","North","Private Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"2nd",2018
"132","Residential Land(Land and Building)","Commercial Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",4,NA,195,97435.8974358974,"Semi-shaped",11,115,1935,"W","House",NA,"South","City Road",21,"Neighborhood Commercial Zone",80,300,"1st",2018
"133","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",8,NA,65,1e+05,"Rectangular Shaped",4,70,1935,"W","House",NA,"North","City Road",4.5,"Category I Residential Zone",60,200,"1st",2018
"134","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",7,NA,430,83720.9302325581,"Rectangular Shaped",14,210,1935,"W","House","Other","South","City Road",4.6,"Category II Exclusively Medium-high Residential Zone",60,200,"1st",2018
"135","Residential Land(Land and Building)","Commercial Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",4,NA,195,61538.4615384615,"Semi-shaped",11,80,1935,"W","House","House","South","City Road",21,"Neighborhood Commercial Zone",80,300,"4th",2017
"136","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",7,NA,70,35714.2857142857,"Rectangular Shaped",5,45,1935,"W","House","Other","North","City Road",4.5,"Category I Residential Zone",60,200,"4th",2017
"137","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",6,NA,210,114285.714285714,"Rectangular Shaped",6.5,160,1935,"W","House","Other","North","City Road",4,"Category I Residential Zone",60,200,"4th",2017
"138","Residential Land(Land and Building)","Commercial Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",6,NA,80,75000,"Rectangular Shaped",4.3,50,1935,"W","House",NA,"South","City Road",6.4,"Neighborhood Commercial Zone",80,300,"4th",2017
"139","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",10,NA,115,33913.0434782609,"Semi-rectangular Shaped",9,100,1935,"W","House",NA,"South","City Road",1.5,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2017
"140","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",5,NA,80,55000,"Rectangular Shaped",5,85,1935,"W","House","House","North","City Road",2.2,"Neighborhood Commercial Zone",80,300,"1st",2017
"141","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Showacho (Kagawa)",9,NA,85,294117.647058824,"Semi-shaped",6.5,130,1935,"LS","House","House","North","City Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2016
"142","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",7,NA,155,22580.6451612903,"Semi-shaped",11.7,90,1935,"W","House","House","South","Road",1.5,"Category I Residential Zone",60,200,"1st",2021
"143","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",7,"3LDK",70,271428.571428571,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"1st",2021
"144","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",18,"3LDK",65,124615.384615385,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2020
"145","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,NA,190,38421.0526315789,"Semi-rectangular Shaped",NA,100,1935,"W","House","House","East","Private Road",3.5,"Category I Residential Zone",60,200,"3rd",2020
"146","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",6,NA,100,44000,"Rectangular Shaped",8.8,85,1935,"W","House","House","South","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2020
"147","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",14,NA,180,127777.777777778,"Semi-rectangular Shaped",8.3,100,1935,"W","House","House","West","City Road",3.5,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2020
"148","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,"3LDK",60,133333.333333333,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"3rd",2020
"149","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",15,"3LDK",70,171428.571428571,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"2nd",2020
"150","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",5,NA,510,29411.7647058824,"Rectangular Shaped",NA,100,1935,"W","House","House","North","Private Road",4,"Category I Residential Zone",60,200,"4th",2019
"151","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",9,NA,170,38235.2941176471,"Rectangular Shaped",14,155,1935,NA,"House","House","West","Private Road",4,"Category I Residential Zone",60,200,"4th",2019
"152","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,"4LDK",85,211764.705882353,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2019
"153","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",18,"3LDK",65,116923.076923077,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2019
"154","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,"3LDK",70,214285.714285714,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"3rd",2019
"155","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",10,"3LDK",70,114285.714285714,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"1st",2019
"156","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",11,"2LDK+S",65,323076.923076923,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"1st",2019
"157","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",6,NA,140,2e+05,"Semi-rectangular Shaped",13.9,100,1935,"W","House","House","North","Private Road",10,"Category I Residential Zone",60,200,"4th",2018
"158","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",7,NA,165,145454.545454545,"Semi-rectangular Shaped",10,105,1935,"W","House","House","West","Private Road",4,"Category I Residential Zone",60,200,"4th",2018
"159","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",8,"3LDK",70,228571.428571429,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"4th",2018
"160","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",5,NA,70,14285.7142857143,"Rectangular Shaped",6,65,1935,"W","House","House","East","City Road",3.5,"Category I Residential Zone",60,200,"3rd",2018
